date,close,volume,open,high,low
6/24/2014,68.04,6628290,69.95,71.19,67.66
6/23/2014,70,7262385,68.8,70.8,67.7
6/20/2014,69,9897360,67.69,69.86,66.77
6/19/2014,67.95,10388870,67.5,68.9,66.01
6/18/2014,67.15,18452600,63.17,68.3,61.55
6/17/2014,64.53,24101210,54.99,65.68,54.25
6/16/2014,54.88,5622467,52.17,55.17,52.1
6/13/2014,52.45,3090475,50.84,52.45,50.25
6/12/2014,50.65,3686656,50.66,52.45,49.91
6/11/2014,50.81,3662676,48.95,51,48.13
6/10/2014,49.19,2306620,49.5,50.19,48.53
6/9/2014,49.62,3026956,50.08,51.08,49.11
6/6/2014,50.24,3506316,50.91,51.34,49.6
6/5/2014,50.8,5637574,48.75,51.44,48.28
6/4/2014,48.66,8288840,47.71,50.4,46.11
6/3/2014,49.21,3996541,51.02,51.1,48.9
6/2/2014,51.27,3766337,52.53,52.969,49.67
5/30/2014,52.5,4915019,55,55.88,51.64
5/29/2014,55.07,5703900,52.14,55.9,52.1
5/28/2014,51.98,2936643,52.94,53.44,51.29
5/27/2014,53.19,3008975,52.79,53.87,52.5
5/23/2014,52.05,3554930,50.99,52.37,50.41
5/22/2014,51.09,3800349,49.37,51.75,48.49
5/21/2014,49.32,3301121,48.29,49.91,47.78
5/20/2014,48.08,4752213,49.75,50.34,47.35
5/19/2014,49.68,3611960,49.67,51.06,49.4
5/16/2014,50.19,4048103,51,51.25,49.1
5/15/2014,51.25,5825453,54.09,54.779,50.2
5/14/2014,54.36,3999717,54.17,56.62,53.55
5/13/2014,54.38,4246654,53.74,55.4,53.19
5/12/2014,54.12,6343025,52.62,54.3,51.12
5/9/2014,52.04,5882055,53.6,54.72,51.5301
5/8/2014,53.6,15366810,51.56,57.39,50.04
5/7/2014,47.71,9599977,52.62,53.5,45.79
5/6/2014,52.46,3582892,55.21,56.39,52.2044
5/5/2014,55.47,2471528,53.5,55.68,53.33
5/2/2014,54.23,2236046,54.8,55.8,53.43
5/1/2014,54.6,3567380,52.97,56.77,52.605
4/30/2014,53.25,3187786,52,53.5,51.7
4/29/2014,52.63,5080719,52.99,53.65,51.6
4/28/2014,52.9,4772291,55.48,56.14,50.75
4/25/2014,55.4,3551336,57.22,58.27,55.01
4/24/2014,58.32,3404022,60.1,60.25,57.26
4/23/2014,59.22,3823948,60.83,60.87,58.25
4/22/2014,60.91,6065540,57.41,61.9,57.282
4/21/2014,57.13,3109244,57.22,57.75,55.56
4/17/2014,56.72,4890550,57.2,58.64,55.76
4/16/2014,56.11,4271070,54.43,56.23,52.761
4/15/2014,53.43,5748187,54,55.03,50.5
4/14/2014,54.04,4079502,55,56.5,52.68
4/11/2014,53.7,5870053,53.26,56.929,53.03
4/10/2014,55.13,6993975,59.29,60.35,54.99
4/9/2014,57.51,5017647,56.65,57.57,55.05
4/8/2014,55.9,5324200,54.19,56.5,53.8
4/7/2014,54.3,8163189,57.07,59.01,53.02
4/4/2014,59.08,7680967,61.98,63.68,58.15
4/3/2014,60.5,4864877,63.45,64.77,59.5
4/2/2014,63.75,4025546,65.47,65.78,63
4/1/2014,65.01,4534123,62.79,65.01,62.12
3/31/2014,62.62,3647997,63.07,63.76,60.63
3/28/2014,61.38,4894877,63.45,64.28,61
3/27/2014,60.74,5328299,59.295,61.85,56.62
3/26/2014,60.12,5234097,63.61,65.04,60.03
3/25/2014,63.2601,6010408,64.15,65.7,62.55
3/24/2014,62.58,9791317,64.02,64.68,58.74
3/21/2014,65.05,8513365,69.61,70,64.641
3/20/2014,69.55,5117393,72.58,74.09,69.17
3/19/2014,72.7,8619345,76.17,76.75,70.9
3/18/2014,77.1,5196263,74.74,77.43,73.75
3/17/2014,73.7,3218242,75.28,76.71,73.4
3/14/2014,73.79,3510515,73.56,74.9,72.66
3/13/2014,74.08,5935859,78.99,79.34,72.5
3/12/2014,78.5,5976330,74.37,78.5,74
3/11/2014,73.35,4783421,75.35,77.1,72.18
3/10/2014,75.65,4147411,76.37,77.9,74.39
3/7/2014,77.8,4858297,80.55,80.9285,76.25
3/6/2014,80.07,5255695,81.48,82.37,79.21
3/5/2014,80.42,7012697,82.98,83.6,77.5201
3/4/2014,82.64,5862674,84.08,86.34,82.21
3/3/2014,83.26,4394145,83.027,83.92,81.01
2/28/2014,84.96,6303271,86.93,88.2299,82
2/27/2014,86.14,5362850,87,87.55,83.68
2/26/2014,84.93,9047147,83.54,88.35,81.18
2/25/2014,81.18,12763020,76.82,83.79,76
2/24/2014,78.55,7091823,76.51,78.87,75.46
2/21/2014,75.86,3812011,76.5,77.4,74.91
2/20/2014,75.52,3318920,76.623,76.77,74.39
2/19/2014,74.01,6231361,78.58,78.9,73.74
2/18/2014,79.95,5808443,75.41,79.99,75
2/14/2014,74,3441493,75.7,76.4,73.1
2/13/2014,75.87,4167164,70.34,76.25,69.4
2/12/2014,71.42,2517184,71.38,71.98,70.37
2/11/2014,70.03,3426748,73.75,74,69.97
2/10/2014,72.9,4179744,72.75,75.29,72.65
2/7/2014,71.31,3235592,70.37,71.4,67.65
2/6/2014,68.78,2216391,70.11,71.37,68.2
2/5/2014,69.48,4766523,71.5,72,65.61
2/4/2014,72.21,2727627,71.52,72.8,70.33
2/3/2014,69.83,3777971,74.42,75.75,69.01
1/31/2014,74.09,2274391,74.31,76.03,73.5
1/30/2014,75.701,3690942,73.8,77.5,73.24
1/29/2014,72.1,2723972,72.49,74.2,71.5
1/28/2014,74.07,3232306,71.29,74.13,71
1/27/2014,69.94,4586765,69.35,72,66.78
1/24/2014,70.48,4341125,72.22,72.91,69.21
1/23/2014,73.89,2838859,73.72,73.9,71.72
1/22/2014,74.57,3434728,75.84,76.76,74.15
1/21/2014,75.14,4323746,72.875,75.88,71.84
1/17/2014,75.11,7529457,78.31,79.86,74.45
1/16/2014,76.8,11217320,71.8,77.24,71.57
1/15/2014,68.5,5653244,67.94,69.5,66.62
1/14/2014,65.55,4426906,63.05,66.6,61.34
1/13/2014,62.52,5135411,66.76,66.799,61.17
1/10/2014,66.8,3405746,67.55,68.46,65.9
1/9/2014,67.49,7667579,68.82,69.91,65.34
1/8/2014,66.18,3743572,63.27,66.6,63.27
1/7/2014,63.72,4709630,64,64.67,62.65
1/6/2014,63.61,10376200,65.1,67.14,63.04
1/3/2014,59.27,3234658,59.81,61.2,57.7
1/2/2014,59.71,4243196,56.54,60.52,55.56
12/31/2013,56.82,1798829,57.39,57.69,55.67
12/30/2013,57.35,2313040,57.02,58.46,56.75
12/27/2013,56.93,2654774,57.6,58.75,56.81
12/26/2013,57.26,3133816,56.28,59,56.28
12/24/2013,56.13,1348894,56.73,57.98,55.82
12/23/2013,56.5,2285905,56.08,56.79,54.61
12/20/2013,55.8,4063504,57.75,58.1,55.6
12/19/2013,56.9,7375081,52.65,58,52.22
12/18/2013,52.79,3511744,52.55,53.29,51.02
12/17/2013,52.41,5348028,51.68,53.89,51.57
12/16/2013,51.79,2505640,51.5,52.33,50.61
12/13/2013,51.16,3449036,52.31,54,50.9
12/12/2013,52.27,3711868,50.42,53.19,49.45
12/11/2013,51.08,2305497,52.92,53.5,51
12/10/2013,53.37,3365573,51.19,53.68,50.571
12/9/2013,51.83,3430194,53.5,54.27,51.3
12/6/2013,53.72,4003901,54.56,55.69,52.5301
12/5/2013,53.89,5635268,53.68,55.65,53.23
12/4/2013,52.17,3323993,51.94,53.75,51.38
12/3/2013,52.46,3749013,51.33,52.65,50.51
12/2/2013,50.86,4420118,50.89,53.04,50.56
11/29/2013,52.28,4895368,49.37,52.3,49.25
11/27/2013,49.07,5253594,45.31,49.1,44.47
11/26/2013,45.24,4435690,44.07,46.184,42.38
11/25/2013,44.71,4946345,48,48.45,43.7
11/22/2013,46.59,3498001,48.37,49.19,46.01
11/21/2013,48.02,4865225,46.38,48.6,46
11/20/2013,45.91,4044697,47.81,48.7,45.76
11/19/2013,46.72,7941427,50.76,50.95,45.59
11/18/2013,50.766,7534668,56.04,56.73,48.8301
11/15/2013,55.35,4268236,57.43,58.19,55.15
11/14/2013,56.23,7694133,58.15,59.64,54.64
11/13/2013,53.92,4066947,52.3,55,52.26
11/12/2013,52.56,3339937,53.77,53.98,51.72
11/11/2013,53.68,5241094,50.7,53.75,50
11/8/2013,50.18,6567303,49.5,50.7,47.72
11/7/2013,49.689,13185410,53.75,56.2,48.5
11/6/2013,59.65,6130571,61.84,61.95,57.525
11/5/2013,62.77,5327565,62.9,64.39,61.13
11/4/2013,60.97,12319150,56.5,65.3,56.49
11/1/2013,54.748,3329104,55.15,56.32,53.9
10/31/2013,53.35,4485386,53.54,54.35,51.201
10/30/2013,55.11,3189808,57.49,57.96,54.62
10/29/2013,57.68,2834067,57.22,58,55.7
10/28/2013,56.98,4377177,59.75,59.95,55.33
10/25/2013,58.03,3840291,61,61.16,57.31
10/24/2013,60.6,5308207,59.75,61.68,58.5118
10/23/2013,57.822,4770254,58.5,59.34,56.25
10/22/2013,59.7,7980824,58.48,59.97,53.5
10/21/2013,57.52,11631670,62.47,64.5,56.99
10/18/2013,59.46,8942204,55.72,59.9,54.62
10/17/2013,54.09,12041290,53.95,57.5,53.35
10/16/2013,52.38,14784820,47.71,52.65,47.12
10/15/2013,46.54,6689551,46.5,48.09,45.36
10/14/2013,46.46,7202319,47.17,47.9,45.93
10/11/2013,47.18,17791480,42,48.13,41.85
10/10/2013,38.33,2087922,37.65,38.5,36.88
10/9/2013,37.132,3193869,38.78,39.49,36.32
10/8/2013,39,5798466,38.81,40.5,36.641
10/7/2013,38.41,2995688,37.1,38.58,36.55
10/4/2013,37.65,2859910,35.71,37.76,35.29
10/3/2013,35.74,1955655,35.74,35.8,34.89
10/2/2013,35.5,1376854,35.39,36.21,34.7001
10/1/2013,35.78,2418216,34.67,36.11,34.52
9/30/2013,34.6,2258317,33.85,35.2,32.1
9/27/2013,34.49,1985413,34.28,35.2493,34.1321
9/26/2013,34.6,2339058,34.7,35.05,34.23
9/25/2013,34.47,6346674,35.4,35.74,34.41
9/24/2013,35.31,2109707,35.66,36.13,34.85
9/23/2013,35.77,4126866,37.91,38.01,35.5
9/20/2013,37.23,6002161,38.85,39.21,36.31
9/19/2013,38.43,6057894,37.16,38.46,36.65
9/18/2013,36.4,3400880,34.99,36.99,34.74
9/17/2013,35.2,1542285,35.62,35.82,34.82
9/16/2013,35.84,3641463,35.3,36.93,34.67
9/13/2013,34.23,2318243,36.05,36.114,34.12
9/12/2013,35.8,3225444,35.87,37.27,35.33
9/11/2013,35.6,6010902,35.54,37.87,34.105
9/10/2013,36.581,7366270,30.44,36.75,30.44
9/9/2013,29.89,2013334,29.1,30.49,28.88
9/6/2013,29.61,2075719,30.65,30.75,29.2
9/5/2013,30.38,3843699,29,30.6,28.8001
9/4/2013,28.63,2912085,29.26,29.41,28.31
9/3/2013,29.49,3137693,31.55,31.65,29.16
8/30/2013,31.34,3048845,32.81,33.399,30.2
8/29/2013,33.05,1746530,32.12,33.5,31.98
8/28/2013,32.15,2317645,33.84,34,32.08
8/27/2013,33.02,1709426,34.5,34.5,32.88
8/26/2013,35,2266684,34.49,35.68,34.4
8/23/2013,34.31,1027407,34.62,35.18,34.21
8/22/2013,34.18,945003,34.72,35,33.79
8/21/2013,34.49,1792321,34.15,35.29,33.71
8/20/2013,34.31,1883353,35.57,35.65,34.151
8/19/2013,35.42,1150667,37.16,37.6,35.34
8/16/2013,37.06,1083787,35.99,37.25,35.5
8/15/2013,35.61,967091,35.5,36.1,35.3
8/14/2013,36.14,2878538,37.67,37.96,35.4
8/13/2013,37.92,1990763,38.52,39.26,37.7
8/12/2013,38.12,1522630,38.12,38.88,37.57
8/9/2013,38.34,1876078,39.01,39.1602,38.16
8/8/2013,37.91,5626938,40.4,43.39,37.5
8/7/2013,42.5,3754584,42.35,42.69,40.57
8/6/2013,43.87,3161255,45.3,45.6,43.05
8/5/2013,45.15,4448587,42,45.49,41.81
8/2/2013,41.71,991703,40.61,41.74,40.38
8/1/2013,40.57,1155978,41.6,41.85,40.01
7/31/2013,41.352,1061563,42.14,42.2499,41.11
7/30/2013,41.47,1303718,42.09,42.79,41.19
7/29/2013,41.84,1422175,41.53,42.7999,41.3
7/26/2013,41.53,1260387,39.85,41.9,39.85
7/25/2013,40.09,1039888,39.7,40.399,39.12
7/24/2013,40.03,2116717,41.4,41.7,38.8
7/23/2013,40.81,1644491,42.11,42.69,40.6
7/22/2013,41.99,1573318,41.71,43.3,41.45
7/19/2013,41.67,1137874,42,42.14,40.5
7/18/2013,42.09,1094222,42.43,43.02,41.72
7/17/2013,42.06,2000572,40.81,42.63,40.6
7/16/2013,40.76,3324900,44.32,44.5952,40.3
7/15/2013,44.62,2079242,44.11,44.98,43.3
7/12/2013,43.32,1939465,43,44.29,42.65
7/11/2013,43.71,2185794,43.23,44.12,42.65
7/10/2013,42.1,2365930,42.7,43.47,41.59
7/9/2013,42.148,4195292,41.38,43.37,39.05
7/8/2013,40.986,2623963,38.45,41.33,38.3
7/5/2013,38.09,1380530,38.7,38.76,37.38
7/3/2013,37.49,992167,38.05,38.699,37.3
7/2/2013,37.74,3304570,40.7,41,37.3
7/1/2013,40.304,3872184,38,41.2,38
6/28/2013,37.749,3223223,36.47,38.2,36.39
6/27/2013,36.38,3316061,38,38.876,36.0533
6/26/2013,37.39,3429692,36.85,37.7,35.78
6/25/2013,36.01,3386035,33.65,36.42,33.5
6/24/2013,32.96,2321025,33.51,35.35,32.662
6/21/2013,34.52,2188304,35.22,35.98,34.02
6/20/2013,35.17,1434439,35.5,35.73,34.8349
6/19/2013,36.03,1773173,37.13,37.15,35.3
6/18/2013,36.45,3526612,35.68,37.98,35.68
6/17/2013,35.96,2237807,37.34,37.34,35.62
6/14/2013,36.29,3980306,36.3,37,35.13
6/13/2013,34.03,1927201,33.95,35.85,33.8
6/12/2013,34.28,3091568,34.5,36.4,33.73
6/11/2013,34.48,4939797,34.61,35.97,33.11
6/10/2013,36.35,3284513,36.22,39.07,35.92
6/7/2013,35.97,2205206,38.05,38.7499,35.5
6/6/2013,38.1,2003715,38.53,39.59,36.41
6/5/2013,38.4,2559142,36.19,39.81,36.1028
6/4/2013,37,3571164,38.77,40.44,36.5
6/3/2013,40.77,3031065,45.5,45.739,39.04
5/31/2013,45.25,2101555,48.2,48.4499,45.25
5/30/2013,48.44,2632388,50.13,50.3,47.15
5/29/2013,48.31,2377159,46.78,49.5,46
5/28/2013,46.78,4281084,51.36,52.5,45
5/24/2013,48.784,2496782,47.5,50.5,46.8
5/23/2013,46.79,3715028,40.81,47.87,40.28
5/22/2013,44.3,5552989,47.22,50.5,41.1
5/21/2013,44.52,5086958,50.5,51.95,44.15
5/20/2013,51.599,7333879,47.46,52.77,47.3001
5/17/2013,45,7849034,37.2,46.5,36
5/16/2013,35.69,3062405,36.43,36.5,33.65
5/15/2013,32.165,2184044,32.78,34.99,31.67
5/14/2013,31.44,4768439,32.22,36.85,30.82
5/13/2013,35.88,6293235,31.15,39,29.83
5/10/2013,28.88,1505310,27.49,29.12,27.35
5/9/2013,26.47,1073754,25.35,27,25
5/8/2013,24.16,791474,24.83,24.83,23.55
5/7/2013,23.66,1480672,26.56,26.95,23.5
5/6/2013,26.43,595434,27.24,27.3,26.02
5/3/2013,27,566238,26.5,27.98,26.5
5/2/2013,27.09,1566558,26.68,27.7,24
5/1/2013,28,1190393,27.39,28.23,27.35
4/30/2013,27.02,1227194,25.76,27.22,25.3
4/29/2013,25.13,795705,23.51,25.27,23.51
4/26/2013,23.34,389072,23.97,23.98,22.88
4/25/2013,23.89,534231,23.9,24.45,23.57
4/24/2013,23.34,608731,22.68,23.65,22.37
4/23/2013,22.27,754199,21.6,22.32,21.32
4/22/2013,21.1,478461,20.71,21.4,20.1
4/19/2013,20.37,247850,20.2,20.88,19.8801
4/18/2013,20.14,594600,19.39,20.35,19.0701
4/17/2013,19.29,306186,19.58,19.749,19
4/16/2013,19.73,428810,19.07,19.839,18.8102
4/15/2013,18.56,601486,20.16,20.16,18.5
4/12/2013,19.97,461056,20.12,20.43,19.296
4/11/2013,20.38,302647,20.5,20.95,20.2
4/10/2013,20.46,1177026,20.25,21.4,19.75
4/9/2013,20.14,1355293,19.01,20.5,18.65
4/8/2013,18.97,260966,18.54,19,18.451
4/5/2013,18.23,210494,18.03,18.65,18
4/4/2013,18.35,302968,19.05,19.05,18.11
4/3/2013,18.99,430544,19.16,19.26,18.76
4/2/2013,19.05,356386,19.53,19.7,19.04
4/1/2013,19.36,687248,18.91,19.57,18.77
3/28/2013,18.88,2306403,18.93,19.14,18
3/27/2013,18.9,794442,18.85,19.49,18.56
3/26/2013,18.89,1393777,18.78,20.29,18.58
3/25/2013,18.54,361229,18.43,18.75,18.25
3/22/2013,18.19,362834,17.7,18.23,17.7
3/21/2013,17.59,333832,17.55,17.87,17.27
3/20/2013,17.43,339392,17.12,17.5,17.12
3/19/2013,17.04,281743,16.91,17.299,16.83
3/18/2013,16.94,336730,16.64,16.94,16.45
3/15/2013,16.74,539474,16.55,16.8,16.3
3/14/2013,16.6,488614,16.95,17.0399,16.18
3/13/2013,16.9,289717,16.83,16.99,16.511
3/12/2013,16.74,404961,17.02,17.25,16.69
3/11/2013,16.94,563556,16.63,17.08,16.32
3/8/2013,16.31,646820,16.55,16.84,16.2
3/7/2013,16.49,2690763,17.7,18.15,15.88
3/6/2013,19.27,844718,18.8,19.75,18.6001
3/5/2013,18.55,481823,18.46,18.97,18.23
3/4/2013,18.23,292825,18.26,18.49,17.8
3/1/2013,18.16,226768,17.97,18.2,17.3
2/28/2013,18.11,554800,17.5,18.45,17.2503
2/27/2013,17.3,1003337,17,17.44,15.89
2/26/2013,17.4,637364,18.53,18.53,16.83
2/25/2013,18.54,352545,19.2,19.25,18.4101
2/22/2013,18.9,380054,19.77,19.77,18.66
2/21/2013,19.07,822015,18.71,19.19,17.3
2/20/2013,18.84,1587186,19.6,20.3799,18.52
2/19/2013,18.51,741592,17.75,18.85,17.61
2/15/2013,17.77,366143,18.82,18.875,17.6
2/14/2013,18.43,710342,17.71,18.8,17.4401
2/13/2013,17.64,1064803,19,19.58,17.45
2/12/2013,18.185,1642141,17.27,18.32,17.24
2/11/2013,16.67,811315,15.12,16.73,15.12
2/8/2013,15.13,263276,15.75,15.8,15.08
2/7/2013,15.48,166054,15.69,15.69,15.25
2/6/2013,15.3,665523,15.45,16.25,15.05
2/5/2013,15.09,283419,14.77,15.2,14.7
2/4/2013,14.72,238533,15.14,15.479,14.65
2/1/2013,15.17,351719,14.78,15.5,14.76
1/31/2013,14.62,266112,14.53,14.8,14.15
1/30/2013,14.6,437134,15.02,15.025,14.18
1/29/2013,15.04,326472,15.69,15.88,14.67
1/28/2013,15.63,287505,15.45,15.9,15.45
1/25/2013,15.49,649671,15.9,15.95,15.21
1/24/2013,16.01,375238,15.72,16.4,15.5
1/23/2013,15.8,292125,16.15,16.213,15.55
1/22/2013,16.034,630721,16.25,16.45,15.45
1/18/2013,15.92,936921,15.45,16.25,15.22
1/17/2013,15.21,659194,14.75,15.36,14.2
1/16/2013,13.98,620640,13.6,14.33,13.11
1/15/2013,13.72,740325,14.55,14.55,13.34
1/14/2013,14.59,610987,15.45,15.4746,14.41
1/11/2013,15.5,297430,15.8,16.06,15.0101
1/10/2013,15.76,594015,16.02,16.35,14.88
1/9/2013,15.65,965208,15,16.2299,15
1/8/2013,14.7319,1471787,16.74,16.94,14.38
1/7/2013,15.97,1994074,15.6,16.4,15.15
1/4/2013,14.4,1462820,13.71,15.2,13.5
1/3/2013,13.02,634271,12.47,13.45,12.15
1/2/2013,12.33,504920,12.98,12.98,11.95
12/31/2012,11.93,205690,11.62,12.1,11.62
12/28/2012,11.57,151556,11.39,11.69,11.3
12/27/2012,11.29,255007,11.19,11.49,11.01
12/26/2012,11.04,225188,11.2,11.25,10.82
12/24/2012,10.84,120745,11,11.05,10.76
12/21/2012,10.73,359810,10.36,10.9257,10.11
12/20/2012,10.67,619229,11.54,11.54,10.45
12/19/2012,11.22,666379,11.47,11.78,11
12/18/2012,11.59,788760,12.5,12.96,11.41
12/17/2012,12.33,584635,12.54,12.54,11.75
12/14/2012,11.72,1686501,13,13,11.52
12/13/2012,11.79,8302562,9.25,12.7,9.2
